ID,Title,Authors,Published Date,Abstract,URL,Categories
http://arxiv.org/abs/2508.01300v1,How Far Are LLMs from Symbolic Planners? An NLP-Based Perspective,"Ma'ayan Armony, Albert Meroño-Peñuela, Gerard Canal",2025-08-02,"The reasoning and planning abilities of Large Language Models (LLMs) have
been a frequent topic of discussion in recent years. Their ability to take
unstructured planning problems as input has made LLMs' integration into AI
planning an area of interest. Nevertheless, LLMs are still not reliable as
planners, with the generated plans often containing mistaken or hallucinated
actions. Existing benchmarking and evaluation methods investigate planning with
LLMs, focusing primarily on success rate as a quality indicator in various
planning tasks, such as validating plans or planning in relaxed conditions. In
this paper, we approach planning with LLMs as a natural language processing
(NLP) task, given that LLMs are NLP models themselves. We propose a recovery
pipeline consisting of an NLP-based evaluation of the generated plans, along
with three stages to recover the plans through NLP manipulation of the
LLM-generated plans, and eventually complete the plan using a symbolic planner.
This pipeline provides a holistic analysis of LLM capabilities in the context
of AI task planning, enabling a broader understanding of the quality of invalid
plans. Our findings reveal no clear evidence of underlying reasoning during
plan generation, and that a pipeline comprising an NLP-based analysis of the
plans, followed by a recovery mechanism, still falls short of the quality and
reliability of classical planners. On average, only the first 2.65 actions of
the plan are executable, with the average length of symbolically generated
plans being 8.4 actions. The pipeline still improves action quality and
increases the overall success rate from 21.9% to 27.5%.",http://arxiv.org/abs/2508.01300v1,cs.AI
http://arxiv.org/abs/2507.02253v6,Scaling LLM Planning: NL2FLOW for Parametric Problem Generation and Rigorous Evaluation,Jungkoo Kang,2025-07-03,"Robust workflow composition is critical for effective agent performance, yet
progress in Large Language Model (LLM) planning and reasoning is hindered by a
scarcity of scalable evaluation data. This work introduces NL2Flow, a fully
automated pipeline for generating and evaluating workflow planning problems.
NL2Flow generates problems parametrically in a structured intermediate
representation, translating them into both natural language and formal PDDL. I
evaluate several open-source, instruct-tuned LLMs on a dataset of 2296
low-difficulty problems generated by NL2Flow. Results demonstrate that the
best-performing model achieved 86% success in generating valid plans and 69% in
generating optimal plans (for solvable problems). Regression analysis shows
that the influence of problem characteristics on plan generation is contingent
on both model and prompt design. Importantly, translating natural language
problems into a structured JSON representation prior to symbolic planning
significantly improved success rates, suggesting a benefit from neuro-symbolic
integration. These findings underscore the importance of understanding error
sources within LLM reasoning as systems scale to more complex tasks. As LLM
reasoning scales to increasingly complex problems, understanding the shifting
bottlenecks and sources of error within these systems will be crucial.",http://arxiv.org/abs/2507.02253v6,cs.AI
http://arxiv.org/abs/2506.15828v2,Context Matters! Relaxing Goals with LLMs for Feasible 3D Scene Planning,"Emanuele Musumeci, Michele Brienza, Francesco Argenziano, Abdel Hakim Drid, Vincenzo Suriani, Daniele Nardi, Domenico D. Bloisi",2025-06-18,"Embodied agents need to plan and act reliably in real and complex 3D
environments. Classical planning (e.g., PDDL) offers structure and guarantees,
but in practice it fails under noisy perception and incorrect predicate
grounding. On the other hand, Large Language Models (LLMs)-based planners
leverage commonsense reasoning, yet frequently propose actions that are
unfeasible or unsafe. Following recent works that combine the two approaches,
we introduce ContextMatters, a framework that fuses LLMs and classical planning
to perform hierarchical goal relaxation: the LLM helps ground symbols to the
scene and, when the target is unreachable, it proposes functionally equivalent
goals that progressively relax constraints, adapting the goal to the context of
the agent's environment. Operating on 3D Scene Graphs, this mechanism turns
many nominally unfeasible tasks into tractable plans and enables context-aware
partial achievement when full completion is not achievable. Our experimental
results show a +52.45% Success Rate improvement over state-of-the-art LLMs+PDDL
baseline, demonstrating the effectiveness of our approach. Moreover, we
validate the execution of ContextMatter in a real world scenario by deploying
it on a TIAGo robot. Code, dataset, and supplementary materials are available
to the community at https://lab-rococo-sapienza.github.io/context-matters/.",http://arxiv.org/abs/2506.15828v2,"cs.RO, cs.AI"
http://arxiv.org/abs/2506.11380v1,Enhance Multimodal Consistency and Coherence for Text-Image Plan Generation,"Xiaoxin Lu, Ranran Haoran Zhang, Yusen Zhang, Rui Zhang",2025-06-13,"People get informed of a daily task plan through diverse media involving both
texts and images. However, most prior research only focuses on LLM's capability
of textual plan generation. The potential of large-scale models in providing
text-image plans remains understudied. Generating high-quality text-image plans
faces two main challenges: ensuring consistent alignment between two modalities
and keeping coherence among visual steps. To address these challenges, we
propose a novel framework that generates and refines text-image plans
step-by-step. At each iteration, our framework (1) drafts the next textual step
based on the prediction history; (2) edits the last visual step to obtain the
next one; (3) extracts PDDL-like visual information; and (4) refines the draft
with the extracted visual information. The textual and visual step produced in
stage (4) and (2) will then serve as inputs for the next iteration. Our
approach offers a plug-and-play improvement to various backbone models, such as
Mistral-7B, Gemini-1.5, and GPT-4o. To evaluate the effectiveness of our
approach, we collect a new benchmark consisting of 1,100 tasks and their
text-image pair solutions covering 11 daily topics. We also design and validate
a new set of metrics to evaluate the multimodal consistency and coherence in
text-image plans. Extensive experiment results show the effectiveness of our
approach on a range of backbone models against competitive baselines. Our code
and data are available at https://github.com/psunlpgroup/MPlanner.",http://arxiv.org/abs/2506.11380v1,"cs.CV, cs.AI"
http://arxiv.org/abs/2506.10897v1,GenPlanX. Generation of Plans and Execution,"Daniel Borrajo, Giuseppe Canonaco, Tomás de la Rosa, Alfredo Garrachón, Sriram Gopalakrishnan, Simerjot Kaur, Marianela Morales, Sunandita Patra, Alberto Pozanco, Keshav Ramani, Charese Smiley, Pietro Totis, Manuela Veloso",2025-06-12,"Classical AI Planning techniques generate sequences of actions for complex
tasks. However, they lack the ability to understand planning tasks when
provided using natural language. The advent of Large Language Models (LLMs) has
introduced novel capabilities in human-computer interaction. In the context of
planning tasks, LLMs have shown to be particularly good in interpreting human
intents among other uses. This paper introduces GenPlanX that integrates LLMs
for natural language-based description of planning tasks, with a classical AI
planning engine, alongside an execution and monitoring framework. We
demonstrate the efficacy of GenPlanX in assisting users with office-related
tasks, highlighting its potential to streamline workflows and enhance
productivity through seamless human-AI collaboration.",http://arxiv.org/abs/2506.10897v1,cs.AI
http://arxiv.org/abs/2506.10387v1,Mirage-1: Augmenting and Updating GUI Agent with Hierarchical Multimodal Skills,"Yuquan Xie, Zaijing Li, Rui Shao, Gongwei Chen, Kaiwen Zhou, Yinchuan Li, Dongmei Jiang, Liqiang Nie",2025-06-12,"Recent efforts to leverage the Multi-modal Large Language Model (MLLM) as GUI
agents have yielded promising outcomes. However, these agents still struggle
with long-horizon tasks in online environments, primarily due to insufficient
knowledge and the inherent gap between offline and online domains. In this
paper, inspired by how humans generalize knowledge in open-ended environments,
we propose a Hierarchical Multimodal Skills (HMS) module to tackle the issue of
insufficient knowledge. It progressively abstracts trajectories into execution
skills, core skills, and ultimately meta-skills, providing a hierarchical
knowledge structure for long-horizon task planning. To bridge the domain gap,
we propose the Skill-Augmented Monte Carlo Tree Search (SA-MCTS) algorithm,
which efficiently leverages skills acquired in offline environments to reduce
the action search space during online tree exploration. Building on HMS, we
propose Mirage-1, a multimodal, cross-platform, plug-and-play GUI agent. To
validate the performance of Mirage-1 in real-world long-horizon scenarios, we
constructed a new benchmark, AndroidLH. Experimental results show that Mirage-1
outperforms previous agents by 32\%, 19\%, 15\%, and 79\% on AndroidWorld,
MobileMiniWob++, Mind2Web-Live, and AndroidLH, respectively. Project page:
https://cybertronagent.github.io/Mirage-1.github.io/",http://arxiv.org/abs/2506.10387v1,cs.AI
http://arxiv.org/abs/2505.19933v1,"Subtle Risks, Critical Failures: A Framework for Diagnosing Physical Safety of LLMs for Embodied Decision Making","Yejin Son, Minseo Kim, Sungwoong Kim, Seungju Han, Jian Kim, Dongju Jang, Youngjae Yu, Chanyoung Park",2025-05-26,"Large Language Models (LLMs) are increasingly used for decision making in
embodied agents, yet existing safety evaluations often rely on coarse success
rates and domain-specific setups, making it difficult to diagnose why and where
these models fail. This obscures our understanding of embodied safety and
limits the selective deployment of LLMs in high-risk physical environments. We
introduce SAFEL, the framework for systematically evaluating the physical
safety of LLMs in embodied decision making. SAFEL assesses two key
competencies: (1) rejecting unsafe commands via the Command Refusal Test, and
(2) generating safe and executable plans via the Plan Safety Test. Critically,
the latter is decomposed into functional modules, goal interpretation,
transition modeling, action sequencing, enabling fine-grained diagnosis of
safety failures. To support this framework, we introduce EMBODYGUARD, a
PDDL-grounded benchmark containing 942 LLM-generated scenarios covering both
overtly malicious and contextually hazardous instructions. Evaluation across 13
state-of-the-art LLMs reveals that while models often reject clearly unsafe
commands, they struggle to anticipate and mitigate subtle, situational risks.
Our results highlight critical limitations in current LLMs and provide a
foundation for more targeted, modular improvements in safe embodied reasoning.",http://arxiv.org/abs/2505.19933v1,cs.AI
http://arxiv.org/abs/2505.13180v1,ViPlan: A Benchmark for Visual Planning with Symbolic Predicates and Vision-Language Models,"Matteo Merler, Nicola Dainese, Minttu Alakuijala, Giovanni Bonetta, Pietro Ferrazzi, Yu Tian, Bernardo Magnini, Pekka Marttinen",2025-05-19,"Integrating Large Language Models with symbolic planners is a promising
direction for obtaining verifiable and grounded plans compared to planning in
natural language, with recent works extending this idea to visual domains using
Vision-Language Models (VLMs). However, rigorous comparison between
VLM-grounded symbolic approaches and methods that plan directly with a VLM has
been hindered by a lack of common environments, evaluation protocols and model
coverage. We introduce ViPlan, the first open-source benchmark for Visual
Planning with symbolic predicates and VLMs. ViPlan features a series of
increasingly challenging tasks in two domains: a visual variant of the classic
Blocksworld planning problem and a simulated household robotics environment. We
benchmark nine open-source VLM families across multiple sizes, along with
selected closed models, evaluating both VLM-grounded symbolic planning and
using the models directly to propose actions. We find symbolic planning to
outperform direct VLM planning in Blocksworld, where accurate image grounding
is crucial, whereas the opposite is true in the household robotics tasks, where
commonsense knowledge and the ability to recover from errors are beneficial.
Finally, we show that across most models and methods, there is no significant
benefit to using Chain-of-Thought prompting, suggesting that current VLMs still
struggle with visual reasoning.",http://arxiv.org/abs/2505.13180v1,cs.AI
http://arxiv.org/abs/2505.13126v2,Zero-Shot Iterative Formalization and Planning in Partially Observable Environments,"Liancheng Gong, Wang Zhu, Jesse Thomason, Li Zhang",2025-05-19,"Using LLMs not to predict plans but to formalize an environment into the
Planning Domain Definition Language (PDDL) has been shown to improve
performance and control. Existing work focuses on fully observable
environments; we tackle the more realistic and challenging partially observable
environments that lack of complete, reliable information. We propose PDDLego+,
a framework to iteratively formalize, plan, grow, and refine PDDL
representations in a zero-shot manner, without needing access to any existing
trajectories. On two textual simulated environments, we show that PDDLego+
improves goal reaching success and exhibits robustness against problem
complexity. We also show that the domain knowledge captured after a successful
trial can benefit future tasks.",http://arxiv.org/abs/2505.13126v2,"cs.AI, cs.CL"
http://arxiv.org/abs/2505.08492v2,Achieving Scalable Robot Autonomy via neurosymbolic planning using lightweight local LLM,"Nicholas Attolino, Alessio Capitanelli, Fulvio Mastrogiovanni",2025-05-13,"PDDL-based symbolic task planning remains pivotal for robot autonomy yet
struggles with dynamic human-robot collaboration due to scalability,
re-planning demands, and delayed plan availability. Although a few
neurosymbolic frameworks have previously leveraged LLMs such as GPT-3 to
address these challenges, reliance on closed-source, remote models with limited
context introduced critical constraints: third-party dependency, inconsistent
response times, restricted plan length and complexity, and multi-domain
scalability issues. We present Gideon, a novel framework that enables the
transition to modern, smaller, local LLMs with extended context length. Gideon
integrates a novel problem generator to systematically generate large-scale
datasets of realistic domain-problem-plan tuples for any domain, and adapts
neurosymbolic planning for local LLMs, enabling on-device execution and
extended context for multi-domain support. Preliminary experiments in
single-domain scenarios performed on Qwen-2.5 1.5B and trained on 8k-32k
samples, demonstrate a valid plan percentage of 66.1% (32k model) and show that
the figure can be further scaled through additional data. Multi-domain tests on
16k samples yield an even higher 70.6% planning validity rate, proving
extensibility across domains and signaling that data variety can have a
positive effect on learning efficiency. Although long-horizon planning and
reduced model size make Gideon training much less efficient than baseline
models based on larger LLMs, the results are still significant considering that
the trained model is about 120x smaller than baseline and that significant
advantages can be achieved in inference efficiency, scalability, and
multi-domain adaptability, all critical factors in human-robot collaboration.
Training inefficiency can be mitigated by Gideon's streamlined data generation
pipeline.",http://arxiv.org/abs/2505.08492v2,"cs.AI, cs.LG, cs.RO, I.2.6; I.2.8; I.2.9"
http://arxiv.org/abs/2504.21596v1,Leveraging Pre-trained Large Language Models with Refined Prompting for Online Task and Motion Planning,"Huihui Guo, Huilong Pi, Yunchuan Qin, Zhuo Tang, Kenli Li",2025-04-30,"With the rapid advancement of artificial intelligence, there is an increasing
demand for intelligent robots capable of assisting humans in daily tasks and
performing complex operations. Such robots not only require task planning
capabilities but must also execute tasks with stability and robustness. In this
paper, we present a closed-loop task planning and acting system, LLM-PAS, which
is assisted by a pre-trained Large Language Model (LLM). While LLM-PAS plans
long-horizon tasks in a manner similar to traditional task and motion planners,
it also emphasizes the execution phase of the task. By transferring part of the
constraint-checking process from the planning phase to the execution phase,
LLM-PAS enables exploration of the constraint space and delivers more accurate
feedback on environmental anomalies during execution. The reasoning
capabilities of the LLM allow it to handle anomalies that cannot be addressed
by the robust executor. To further enhance the system's ability to assist the
planner during replanning, we propose the First Look Prompting (FLP) method,
which induces LLM to generate effective PDDL goals. Through comparative
prompting experiments and systematic experiments, we demonstrate the
effectiveness and robustness of LLM-PAS in handling anomalous conditions during
task execution.",http://arxiv.org/abs/2504.21596v1,"cs.RO, cs.AI"
http://arxiv.org/abs/2504.00029v1,Generating Structured Plan Representation of Procedures with LLMs,"Deepeka Garg, Sihan Zeng, Sumitra Ganesh, Leo Ardon",2025-03-28,"In this paper, we address the challenges of managing Standard Operating
Procedures (SOPs), which often suffer from inconsistencies in language, format,
and execution, leading to operational inefficiencies. Traditional process
modeling demands significant manual effort, domain expertise, and familiarity
with complex languages like Business Process Modeling Notation (BPMN), creating
barriers for non-techincal users. We introduce SOP Structuring (SOPStruct), a
novel approach that leverages Large Language Models (LLMs) to transform SOPs
into decision-tree-based structured representations. SOPStruct produces a
standardized representation of SOPs across different domains, reduces cognitive
load, and improves user comprehension by effectively capturing task
dependencies and ensuring sequential integrity. Our approach enables leveraging
the structured information to automate workflows as well as empower the human
users. By organizing procedures into logical graphs, SOPStruct facilitates
backtracking and error correction, offering a scalable solution for process
optimization. We employ a novel evaluation framework, combining deterministic
methods with the Planning Domain Definition Language (PDDL) to verify graph
soundness, and non-deterministic assessment by an LLM to ensure completeness.
We empirically validate the robustness of our LLM-based structured SOP
representation methodology across SOPs from different domains and varying
levels of complexity. Despite the current lack of automation readiness in many
organizations, our research highlights the transformative potential of LLMs to
streamline process modeling, paving the way for future advancements in
automated procedure optimization.",http://arxiv.org/abs/2504.00029v1,"cs.SE, cs.AI"
http://arxiv.org/abs/2503.22674v1,QuestBench: Can LLMs ask the right question to acquire information in reasoning tasks?,"Belinda Z. Li, Been Kim, Zi Wang",2025-03-28,"Recently, a large amount of work has focused on improving large language
models' (LLMs') performance on reasoning benchmarks such as math and logic.
However, past work has largely assumed that tasks are well-defined. In the real
world, queries to LLMs are often underspecified, only solvable through
acquiring missing information. We formalize this as a constraint satisfaction
problem (CSP) with missing variable assignments. Using a special case of this
formalism where only one necessary variable assignment is missing, we can
rigorously evaluate an LLM's ability to identify the minimal necessary question
to ask and quantify axes of difficulty levels for each problem. We present
QuestBench, a set of underspecified reasoning tasks solvable by asking at most
one question, which includes: (1) Logic-Q: Logical reasoning tasks with one
missing proposition, (2) Planning-Q: PDDL planning problems with initial states
that are partially-observed, (3) GSM-Q: Human-annotated grade school math
problems with one missing variable assignment, and (4) GSME-Q: a version of
GSM-Q where word problems are translated into equations by human annotators.
The LLM is tasked with selecting the correct clarification question(s) from a
list of options. While state-of-the-art models excel at GSM-Q and GSME-Q, their
accuracy is only 40-50% on Logic-Q and Planning-Q. Analysis demonstrates that
the ability to solve well-specified reasoning problems may not be sufficient
for success on our benchmark: models have difficulty identifying the right
question to ask, even when they can solve the fully specified version of the
problem. Furthermore, in the Planning-Q domain, LLMs tend not to hedge, even
when explicitly presented with the option to predict ``not sure.'' This
highlights the need for deeper investigation into models' information
acquisition capabilities.",http://arxiv.org/abs/2503.22674v1,"cs.AI, cs.CL, cs.LG"
http://arxiv.org/abs/2503.18971v1,LLMs as Planning Modelers: A Survey for Leveraging Large Language Models to Construct Automated Planning Models,"Marcus Tantakoun, Xiaodan Zhu, Christian Muise",2025-03-22,"Large Language Models (LLMs) excel in various natural language tasks but
often struggle with long-horizon planning problems requiring structured
reasoning. This limitation has drawn interest in integrating neuro-symbolic
approaches within the Automated Planning (AP) and Natural Language Processing
(NLP) communities. However, identifying optimal AP deployment frameworks can be
daunting. This paper aims to provide a timely survey of the current research
with an in-depth analysis, positioning LLMs as tools for extracting and
refining planning models to support reliable AP planners. By systematically
reviewing the current state of research, we highlight methodologies, and
identify critical challenges and future directions, hoping to contribute to the
joint research on NLP and Automated Planning.",http://arxiv.org/abs/2503.18971v1,cs.AI
